Date, PFD(µmol/m²s)
Jun 25 2023 at 11:00:00 AM, 2334.5
Jun 25 2023 at 11:15:00 AM, 1115.193
Jun 25 2023 at 11:30:00 AM, 1340.518
Jun 25 2023 at 11:45:00 AM, 1012.579
Jun 25 2023 at 12:00:00 PM, 655.497
Jun 25 2023 at 12:15:00 PM, 2809.664
Jun 25 2023 at 12:30:00 PM, 1289.621
Jun 25 2023 at 12:45:00 PM, 1813.039
Jun 25 2023 at 1:00:00 PM, 898.152
Jun 25 2023 at 1:15:00 PM, 539.502
Jun 25 2023 at 1:30:00 PM, 801.072
Jun 25 2023 at 1:45:00 PM, 448.053
Jun 25 2023 at 2:00:00 PM, 1792.331
Jun 25 2023 at 2:15:00 PM, 708.486
Jun 25 2023 at 2:30:00 PM, 805.025
Jun 25 2023 at 2:45:00 PM, 533.173
Jun 25 2023 at 3:00:00 PM, 695.75
Jun 25 2023 at 3:15:00 PM, 464.996
Jun 25 2023 at 3:30:00 PM, 298.083
Jun 25 2023 at 3:45:00 PM, 296.906
Jun 25 2023 at 4:00:00 PM, 1174.743
Jun 25 2023 at 4:15:00 PM, 1125.504
Jun 25 2023 at 4:30:00 PM, 690.788
Jun 25 2023 at 4:45:00 PM, 1548.817
Jun 25 2023 at 5:00:00 PM, 1197.711
Jun 25 2023 at 5:15:00 PM, 687.793
Jun 25 2023 at 5:30:00 PM, 578.96
Jun 25 2023 at 5:45:00 PM, 677.809
Jun 25 2023 at 6:00:00 PM, 266.135
Jun 25 2023 at 6:15:00 PM, 265.4
Jun 25 2023 at 6:30:00 PM, 779.082
Jun 25 2023 at 6:45:00 PM, 313.004
Jun 25 2023 at 7:00:00 PM, 203.952
Jun 25 2023 at 7:15:00 PM, 60.181
Jun 25 2023 at 7:30:00 PM, 74.769
Jun 25 2023 at 7:45:00 PM, 116.328
Jun 25 2023 at 8:00:00 PM, 92.725
Jun 25 2023 at 8:15:00 PM, 51.727
Jun 25 2023 at 8:30:00 PM, 21.939
Jun 25 2023 at 8:45:00 PM, 8.399
Jun 25 2023 at 9:00:00 PM, 1.296
Jun 25 2023 at 9:15:00 PM, 0.005
Jun 25 2023 at 9:30:00 PM, 0.104
Jun 25 2023 at 9:45:00 PM, 0.035
Jun 25 2023 at 10:00:00 PM, -0.03
Jun 25 2023 at 10:15:00 PM, 0.01
Jun 25 2023 at 10:30:00 PM, 0.134
Jun 25 2023 at 10:45:00 PM, -0.07
Jun 25 2023 at 11:00:00 PM, 0.02
Jun 25 2023 at 11:15:00 PM, 0.079
Jun 25 2023 at 11:30:00 PM, 0.07
Jun 25 2023 at 11:45:00 PM, 0.164
Jun 26 2023 at 12:00:00 AM, 0.089
Jun 26 2023 at 12:15:00 AM, 0.064
Jun 26 2023 at 12:30:00 AM, 0.129
Jun 26 2023 at 12:45:00 AM, -0.045
Jun 26 2023 at 1:00:00 AM, -0.02
Jun 26 2023 at 1:15:00 AM, 0.154
Jun 26 2023 at 1:30:00 AM, 0.01
Jun 26 2023 at 1:45:00 AM, 0.064
Jun 26 2023 at 2:00:00 AM, -0.04
Jun 26 2023 at 2:15:00 AM, 0.094
Jun 26 2023 at 2:30:00 AM, 0.03
Jun 26 2023 at 2:45:00 AM, 0.164
Jun 26 2023 at 3:00:00 AM, 0.064
Jun 26 2023 at 3:15:00 AM, 0.214
Jun 26 2023 at 3:30:00 AM, 0.05
Jun 26 2023 at 3:45:00 AM, -0.005
Jun 26 2023 at 4:00:00 AM, 0.074
Jun 26 2023 at 4:15:00 AM, 0.169
Jun 26 2023 at 4:30:00 AM, 0.109
Jun 26 2023 at 4:45:00 AM, -0.06
Jun 26 2023 at 5:00:00 AM, 0.199
Jun 26 2023 at 5:15:00 AM, 1.778
Jun 26 2023 at 5:30:00 AM, 6.636
Jun 26 2023 at 5:45:00 AM, 18.164
Jun 26 2023 at 6:00:00 AM, 21.06
Jun 26 2023 at 6:15:00 AM, 30.393
Jun 26 2023 at 6:30:00 AM, 101.169
Jun 26 2023 at 6:45:00 AM, 105.515
Jun 26 2023 at 7:00:00 AM, 291.283
Jun 26 2023 at 7:15:00 AM, 363.166
Jun 26 2023 at 7:30:00 AM, 684.778
Jun 26 2023 at 7:45:00 AM, 565.052
Jun 26 2023 at 8:00:00 AM, 726.7
Jun 26 2023 at 8:15:00 AM, 412.931
Jun 26 2023 at 8:30:00 AM, 338.356
Jun 26 2023 at 8:45:00 AM, 506.307
Jun 26 2023 at 9:00:00 AM, 581.707
Jun 26 2023 at 9:15:00 AM, 516.782
Jun 26 2023 at 9:30:00 AM, 576.516
Jun 26 2023 at 9:45:00 AM, 467.256
Jun 26 2023 at 10:00:00 AM, 459.611
Jun 26 2023 at 10:15:00 AM, 494.321
Jun 26 2023 at 10:30:00 AM, 789.483
Jun 26 2023 at 10:45:00 AM, 405.49
Jun 26 2023 at 11:00:00 AM, 372.797
Jun 26 2023 at 11:15:00 AM, 543.718
Jun 26 2023 at 11:30:00 AM, 460.362
Jun 26 2023 at 11:45:00 AM, 622.297
Jun 26 2023 at 12:00:00 PM, 868.842
Jun 26 2023 at 12:15:00 PM, 851.442
Jun 26 2023 at 12:30:00 PM, 1007.696
Jun 26 2023 at 12:45:00 PM, 1365.98
Jun 26 2023 at 1:00:00 PM, 1172.349
Jun 26 2023 at 1:15:00 PM, 1296.048
Jun 26 2023 at 1:30:00 PM, 910.074
Jun 26 2023 at 1:45:00 PM, 1117.185
Jun 26 2023 at 2:00:00 PM, 859.534
Jun 26 2023 at 2:15:00 PM, 596.196
Jun 26 2023 at 2:30:00 PM, 759.388
Jun 26 2023 at 2:45:00 PM, 548.392
Jun 26 2023 at 3:00:00 PM, 375.127
Jun 26 2023 at 3:15:00 PM, 300.73
Jun 26 2023 at 3:30:00 PM, 847.528
Jun 26 2023 at 3:45:00 PM, 972.961
Jun 26 2023 at 4:00:00 PM, 1180.425
Jun 26 2023 at 4:15:00 PM, 964.17
Jun 26 2023 at 4:30:00 PM, 733.614
Jun 26 2023 at 4:45:00 PM, 632.703
Jun 26 2023 at 5:00:00 PM, 786.632
Jun 26 2023 at 5:15:00 PM, 1105.219
Jun 26 2023 at 5:30:00 PM, 711.297
Jun 26 2023 at 5:45:00 PM, 548.214
Jun 26 2023 at 6:00:00 PM, 497.033
Jun 26 2023 at 6:15:00 PM, 559.32
Jun 26 2023 at 6:30:00 PM, 418.092
Jun 26 2023 at 6:45:00 PM, 399.664
Jun 26 2023 at 7:00:00 PM, 380.436
Jun 26 2023 at 7:15:00 PM, 320.921
Jun 26 2023 at 7:30:00 PM, 287.195
Jun 26 2023 at 7:45:00 PM, 182.847
Jun 26 2023 at 8:00:00 PM, 105.912
Jun 26 2023 at 8:15:00 PM, 62.883
Jun 26 2023 at 8:30:00 PM, 30.696
Jun 26 2023 at 8:45:00 PM, 9.964
Jun 26 2023 at 9:00:00 PM, 1.808
Jun 26 2023 at 9:15:00 PM, 0.233
Jun 26 2023 at 9:30:00 PM, 0.154
Jun 26 2023 at 9:45:00 PM, 0.005
Jun 26 2023 at 10:00:00 PM, 0.005
Jun 26 2023 at 10:15:00 PM, 0.109
Jun 26 2023 at 10:30:00 PM, 0.02
Jun 26 2023 at 10:45:00 PM, 0.064
Jun 26 2023 at 11:00:00 PM, 0.224
Jun 26 2023 at 11:15:00 PM, 0.119
Jun 26 2023 at 11:30:00 PM, 0.084
Jun 26 2023 at 11:45:00 PM, 0.045
Jun 27 2023 at 12:00:00 AM, 0.035
Jun 27 2023 at 12:15:00 AM, 0.074
Jun 27 2023 at 12:30:00 AM, 0.154
Jun 27 2023 at 12:45:00 AM, -0.025
Jun 27 2023 at 1:00:00 AM, 0
Jun 27 2023 at 1:15:00 AM, 0.06
Jun 27 2023 at 1:30:00 AM, 0.084
Jun 27 2023 at 1:45:00 AM, 0.079
Jun 27 2023 at 2:00:00 AM, 0.179
Jun 27 2023 at 2:15:00 AM, -0.005
Jun 27 2023 at 2:30:00 AM, 0.159
Jun 27 2023 at 2:45:00 AM, -0.035
Jun 27 2023 at 3:00:00 AM, 0
Jun 27 2023 at 3:15:00 AM, 0.064
Jun 27 2023 at 3:30:00 AM, 0.05
Jun 27 2023 at 3:45:00 AM, 0.02
Jun 27 2023 at 4:00:00 AM, 0.124
Jun 27 2023 at 4:15:00 AM, 0.109
Jun 27 2023 at 4:30:00 AM, 0.03
Jun 27 2023 at 4:45:00 AM, 0.144
Jun 27 2023 at 5:00:00 AM, 0.204
Jun 27 2023 at 5:15:00 AM, 2.439
Jun 27 2023 at 5:30:00 AM, 12.681
Jun 27 2023 at 5:45:00 AM, 34.705
Jun 27 2023 at 6:00:00 AM, 65.808
Jun 27 2023 at 6:15:00 AM, 109.196
Jun 27 2023 at 6:30:00 AM, 150.75
Jun 27 2023 at 6:45:00 AM, 208.358
Jun 27 2023 at 7:00:00 AM, 265.325
Jun 27 2023 at 7:15:00 AM, 330.895
Jun 27 2023 at 7:30:00 AM, 419.89
Jun 27 2023 at 7:45:00 AM, 499.82
Jun 27 2023 at 8:00:00 AM, 598.6
Jun 27 2023 at 8:15:00 AM, 694.394
Jun 27 2023 at 8:30:00 AM, 767.38
Jun 27 2023 at 8:45:00 AM, 836.601
Jun 27 2023 at 9:00:00 AM, 925.452
Jun 27 2023 at 9:15:00 AM, 1024.976
Jun 27 2023 at 9:30:00 AM, 1123.22
Jun 27 2023 at 9:45:00 AM, 1208.524
Jun 27 2023 at 10:00:00 AM, 1273.87
Jun 27 2023 at 10:15:00 AM, 1368.309
Jun 27 2023 at 10:30:00 AM, 1419.629
Jun 27 2023 at 10:45:00 AM, 1505.574
Jun 27 2023 at 11:00:00 AM, 1589.85
Jun 27 2023 at 11:15:00 AM, 1649.842
Jun 27 2023 at 11:30:00 AM, 1654.426
Jun 27 2023 at 11:45:00 AM, 1703.858
Jun 27 2023 at 12:00:00 PM, 1788.671
Jun 27 2023 at 12:15:00 PM, 1821.98
Jun 27 2023 at 12:30:00 PM, 1815.537
Jun 27 2023 at 12:45:00 PM, 1841.297
Jun 27 2023 at 1:00:00 PM, 1847.044
Jun 27 2023 at 1:15:00 PM, 1855.597
Jun 27 2023 at 1:30:00 PM, 1822.645
Jun 27 2023 at 1:45:00 PM, 1801.799
Jun 27 2023 at 2:00:00 PM, 1882.508
Jun 27 2023 at 2:15:00 PM, 1913.513
Jun 27 2023 at 2:30:00 PM, 1969.486
Jun 27 2023 at 2:45:00 PM, 1933.922
Jun 27 2023 at 3:00:00 PM, 1934.911
Jun 27 2023 at 3:15:00 PM, 2003.804
Jun 27 2023 at 3:30:00 PM, 1804.605
Jun 27 2023 at 3:45:00 PM, 1726.349
Jun 27 2023 at 4:00:00 PM, 1658.648
Jun 27 2023 at 4:15:00 PM, 1516.163
Jun 27 2023 at 4:30:00 PM, 1397.774
Jun 27 2023 at 4:45:00 PM, 1311.411
Jun 27 2023 at 5:00:00 PM, 1216.913
Jun 27 2023 at 5:15:00 PM, 1118.382
Jun 27 2023 at 5:30:00 PM, 986.477
Jun 27 2023 at 5:45:00 PM, 919.615
Jun 27 2023 at 6:00:00 PM, 821.173
Jun 27 2023 at 6:15:00 PM, 688.96
Jun 27 2023 at 6:30:00 PM, 587.2
Jun 27 2023 at 6:45:00 PM, 461.792
Jun 27 2023 at 7:00:00 PM, 364.12
Jun 27 2023 at 7:15:00 PM, 312.333
Jun 27 2023 at 7:30:00 PM, 224.918
Jun 27 2023 at 7:45:00 PM, 162.095
Jun 27 2023 at 8:00:00 PM, 116.338
Jun 27 2023 at 8:15:00 PM, 60.961
Jun 27 2023 at 8:30:00 PM, 24.279
Jun 27 2023 at 8:45:00 PM, 7.148
Jun 27 2023 at 9:00:00 PM, 1.267
Jun 27 2023 at 9:15:00 PM, 0.159
Jun 27 2023 at 9:30:00 PM, 0.084
Jun 27 2023 at 9:45:00 PM, 0.094
Jun 27 2023 at 10:00:00 PM, -0.05
Jun 27 2023 at 10:15:00 PM, 0.179
Jun 27 2023 at 10:30:00 PM, -0.005
Jun 27 2023 at 10:45:00 PM, 0.109
Jun 27 2023 at 11:00:00 PM, -0.06
Jun 27 2023 at 11:15:00 PM, 0.149
Jun 27 2023 at 11:30:00 PM, 0.035
Jun 27 2023 at 11:45:00 PM, -0.064
Jun 28 2023 at 12:00:00 AM, 0.159
Jun 28 2023 at 12:15:00 AM, 0.025
Jun 28 2023 at 12:30:00 AM, -0.01
Jun 28 2023 at 12:45:00 AM, 0.035
Jun 28 2023 at 1:00:00 AM, 0.06
Jun 28 2023 at 1:15:00 AM, 0.025
Jun 28 2023 at 1:30:00 AM, 0.04
Jun 28 2023 at 1:45:00 AM, 0.129
Jun 28 2023 at 2:00:00 AM, 0.015
Jun 28 2023 at 2:15:00 AM, 0.035
Jun 28 2023 at 2:30:00 AM, 0.005
Jun 28 2023 at 2:45:00 AM, 0
Jun 28 2023 at 3:00:00 AM, 0.07
Jun 28 2023 at 3:15:00 AM, 0.015
Jun 28 2023 at 3:30:00 AM, 0.055
Jun 28 2023 at 3:45:00 AM, -0.119
Jun 28 2023 at 4:00:00 AM, 0.084
Jun 28 2023 at 4:15:00 AM, 0.06
Jun 28 2023 at 4:30:00 AM, 0.099
Jun 28 2023 at 4:45:00 AM, 0.03
Jun 28 2023 at 5:00:00 AM, 0.228
Jun 28 2023 at 5:15:00 AM, 1.848
Jun 28 2023 at 5:30:00 AM, 13.411
Jun 28 2023 at 5:45:00 AM, 23.882
Jun 28 2023 at 6:00:00 AM, 41.897
Jun 28 2023 at 6:15:00 AM, 75.231
Jun 28 2023 at 6:30:00 AM, 137.458
Jun 28 2023 at 6:45:00 AM, 128.085
Jun 28 2023 at 7:00:00 AM, 147.497
Jun 28 2023 at 7:15:00 AM, 185.107
Jun 28 2023 at 7:30:00 AM, 200.47
Jun 28 2023 at 7:45:00 AM, 174.537
Jun 28 2023 at 8:00:00 AM, 180.771
Jun 28 2023 at 8:15:00 AM, 121.817
Jun 28 2023 at 8:30:00 AM, 176.529
Jun 28 2023 at 8:45:00 AM, 221.208
Jun 28 2023 at 9:00:00 AM, 512.068
Jun 28 2023 at 9:15:00 AM, 888.974
Jun 28 2023 at 9:30:00 AM, 844.334
Jun 28 2023 at 9:45:00 AM, 1150.936
Jun 28 2023 at 10:00:00 AM, 1393.03
Jun 28 2023 at 10:15:00 AM, 1592.274
Jun 28 2023 at 10:30:00 AM, 1737.133
Jun 28 2023 at 10:45:00 AM, 1714.895
Jun 28 2023 at 11:00:00 AM, 2017.493
Jun 28 2023 at 11:15:00 AM, 2022.554
Jun 28 2023 at 11:30:00 AM, 2135.252
Jun 28 2023 at 11:45:00 AM, 2218.425
Jun 28 2023 at 12:00:00 PM, 2190.843
Jun 28 2023 at 12:15:00 PM, 1692.777
Jun 28 2023 at 12:30:00 PM, 1621.559
Jun 28 2023 at 12:45:00 PM, 1234.879
Jun 28 2023 at 1:00:00 PM, 1513.089
Jun 28 2023 at 1:15:00 PM, 1858.984
Jun 28 2023 at 1:30:00 PM, 2233.947
Jun 28 2023 at 1:45:00 PM, 1846.81
Jun 28 2023 at 2:00:00 PM, 1918.182
Jun 28 2023 at 2:15:00 PM, 1878.768
Jun 28 2023 at 2:30:00 PM, 1223.981
Jun 28 2023 at 2:45:00 PM, 1323.606
Jun 28 2023 at 3:00:00 PM, 2146.368
Jun 28 2023 at 3:15:00 PM, 1363.198
Jun 28 2023 at 3:30:00 PM, 1050.492
Jun 28 2023 at 3:45:00 PM, 1065.175
Jun 28 2023 at 4:00:00 PM, 1662.532
Jun 28 2023 at 4:15:00 PM, 835.752
Jun 28 2023 at 4:30:00 PM, 1189.272
Jun 28 2023 at 4:45:00 PM, 1123.88
Jun 28 2023 at 5:00:00 PM, 1103.063
Jun 28 2023 at 5:15:00 PM, 988.126
Jun 28 2023 at 5:30:00 PM, 888.964
Jun 28 2023 at 5:45:00 PM, 784.159
Jun 28 2023 at 6:00:00 PM, 709.807
Jun 28 2023 at 6:15:00 PM, 588.794
Jun 28 2023 at 6:30:00 PM, 510.186
Jun 28 2023 at 6:45:00 PM, 447.427
Jun 28 2023 at 7:00:00 PM, 371.337
Jun 28 2023 at 7:15:00 PM, 293.518
Jun 28 2023 at 7:30:00 PM, 231.057
Jun 28 2023 at 7:45:00 PM, 159.298
Jun 28 2023 at 8:00:00 PM, 100.19
Jun 28 2023 at 8:15:00 PM, 56.466
Jun 28 2023 at 8:30:00 PM, 25.556
Jun 28 2023 at 8:45:00 PM, 7.744
Jun 28 2023 at 9:00:00 PM, 1.346
Jun 28 2023 at 9:15:00 PM, 0.144
Jun 28 2023 at 9:30:00 PM, 0
Jun 28 2023 at 9:45:00 PM, 0.03
Jun 28 2023 at 10:00:00 PM, 0.02
Jun 28 2023 at 10:15:00 PM, 0.129
Jun 28 2023 at 10:30:00 PM, 0.005
Jun 28 2023 at 10:45:00 PM, -0.01
Jun 28 2023 at 11:00:00 PM, 0.089
Jun 28 2023 at 11:15:00 PM, 0.134
Jun 28 2023 at 11:30:00 PM, 0.06
Jun 28 2023 at 11:45:00 PM, -0.05
Jun 29 2023 at 12:00:00 AM, 0.149
Jun 29 2023 at 12:15:00 AM, 0.005
Jun 29 2023 at 12:30:00 AM, 0.06
Jun 29 2023 at 12:45:00 AM, 0.209
Jun 29 2023 at 1:00:00 AM, 0.144
Jun 29 2023 at 1:15:00 AM, 0.209
Jun 29 2023 at 1:30:00 AM, 0.134
Jun 29 2023 at 1:45:00 AM, -0.02
Jun 29 2023 at 2:00:00 AM, 0.025
Jun 29 2023 at 2:15:00 AM, 0.074
Jun 29 2023 at 2:30:00 AM, 0.015
Jun 29 2023 at 2:45:00 AM, -0.005
Jun 29 2023 at 3:00:00 AM, 0.149
Jun 29 2023 at 3:15:00 AM, 0.238
Jun 29 2023 at 3:30:00 AM, 0.109
Jun 29 2023 at 3:45:00 AM, 0.089
Jun 29 2023 at 4:00:00 AM, 0.005
Jun 29 2023 at 4:15:00 AM, 0.035
Jun 29 2023 at 4:30:00 AM, 0.094
Jun 29 2023 at 4:45:00 AM, 0.07
Jun 29 2023 at 5:00:00 AM, 0.179
Jun 29 2023 at 5:15:00 AM, 1.803
Jun 29 2023 at 5:30:00 AM, 14.643
Jun 29 2023 at 5:45:00 AM, 47.162
Jun 29 2023 at 6:00:00 AM, 94.796
Jun 29 2023 at 6:15:00 AM, 133.494
Jun 29 2023 at 6:30:00 AM, 189.945
Jun 29 2023 at 6:45:00 AM, 249.321
Jun 29 2023 at 7:00:00 AM, 332.793
Jun 29 2023 at 7:15:00 AM, 397.851
Jun 29 2023 at 7:30:00 AM, 462.413
Jun 29 2023 at 7:45:00 AM, 627.567
Jun 29 2023 at 8:00:00 AM, 602.638
Jun 29 2023 at 8:15:00 AM, 821.124
Jun 29 2023 at 8:30:00 AM, 1102.442
Jun 29 2023 at 8:45:00 AM, 1145.035
Jun 29 2023 at 9:00:00 AM, 1320.154
Jun 29 2023 at 9:15:00 AM, 1474.957
Jun 29 2023 at 9:30:00 AM, 1590.947
Jun 29 2023 at 9:45:00 AM, 1707.241
Jun 29 2023 at 10:00:00 AM, 1820.952
Jun 29 2023 at 10:15:00 AM, 1936.133
Jun 29 2023 at 10:30:00 AM, 1719.058
Jun 29 2023 at 10:45:00 AM, 1714.582
Jun 29 2023 at 11:00:00 AM, 1595.025
Jun 29 2023 at 11:15:00 AM, 1517.385
Jun 29 2023 at 11:30:00 AM, 1443.416
Jun 29 2023 at 11:45:00 AM, 1291.166
Jun 29 2023 at 12:00:00 PM, 1042.584
Jun 29 2023 at 12:15:00 PM, 939.23
Jun 29 2023 at 12:30:00 PM, 744.09
Jun 29 2023 at 12:45:00 PM, 448.649
Jun 29 2023 at 1:00:00 PM, 265.971
Jun 29 2023 at 1:15:00 PM, 194.877
Jun 29 2023 at 1:30:00 PM, 121.564
Jun 29 2023 at 1:45:00 PM, 102.49
Jun 29 2023 at 2:00:00 PM, 113.507
Jun 29 2023 at 2:15:00 PM, 41.972
Jun 29 2023 at 2:30:00 PM, 14.37
Jun 29 2023 at 2:45:00 PM, 62.257
Jun 29 2023 at 3:00:00 PM, 124.867
Jun 29 2023 at 3:15:00 PM, 144.208
Jun 29 2023 at 3:30:00 PM, 187.685
Jun 29 2023 at 3:45:00 PM, 275.249
Jun 29 2023 at 4:00:00 PM, 489.294
Jun 29 2023 at 4:15:00 PM, 563.815
Jun 29 2023 at 4:30:00 PM, 643.606
Jun 29 2023 at 4:45:00 PM, 680.203
Jun 29 2023 at 5:00:00 PM, 704.76
Jun 29 2023 at 5:15:00 PM, 709.102
Jun 29 2023 at 5:30:00 PM, 693.584
Jun 29 2023 at 5:45:00 PM, 638.987
Jun 29 2023 at 6:00:00 PM, 584.612
Jun 29 2023 at 6:15:00 PM, 486.548
Jun 29 2023 at 6:30:00 PM, 431.329
Jun 29 2023 at 6:45:00 PM, 410.959
Jun 29 2023 at 7:00:00 PM, 388.766
Jun 29 2023 at 7:15:00 PM, 256.881
Jun 29 2023 at 7:30:00 PM, 279.556
Jun 29 2023 at 7:45:00 PM, 256.136
Jun 29 2023 at 8:00:00 PM, 180.945
Jun 29 2023 at 8:15:00 PM, 87.932
Jun 29 2023 at 8:30:00 PM, 32.281
Jun 29 2023 at 8:45:00 PM, 9.09
Jun 29 2023 at 9:00:00 PM, 1.227
Jun 29 2023 at 9:15:00 PM, 0.134
Jun 29 2023 at 9:30:00 PM, 0.184
Jun 29 2023 at 9:45:00 PM, 0.03
Jun 29 2023 at 10:00:00 PM, 0.055
Jun 29 2023 at 10:15:00 PM, 0.04
Jun 29 2023 at 10:30:00 PM, 0.015
Jun 29 2023 at 10:45:00 PM, 0.139
Jun 29 2023 at 11:00:00 PM, 0.104
Jun 29 2023 at 11:15:00 PM, 0.04
Jun 29 2023 at 11:30:00 PM, 0.074
Jun 29 2023 at 11:45:00 PM, 0.07
Jun 30 2023 at 12:00:00 AM, 0.04
Jun 30 2023 at 12:15:00 AM, 0.06
Jun 30 2023 at 12:30:00 AM, 0.045
Jun 30 2023 at 12:45:00 AM, 0.02
Jun 30 2023 at 1:00:00 AM, -0.109
Jun 30 2023 at 1:15:00 AM, -0.015
Jun 30 2023 at 1:30:00 AM, 0.124
Jun 30 2023 at 1:45:00 AM, 0.119
Jun 30 2023 at 2:00:00 AM, 0.084
Jun 30 2023 at 2:15:00 AM, -0.06
Jun 30 2023 at 2:30:00 AM, -0.04
Jun 30 2023 at 2:45:00 AM, 0.045
Jun 30 2023 at 3:00:00 AM, 0.03
Jun 30 2023 at 3:15:00 AM, 0.099
Jun 30 2023 at 3:30:00 AM, -0.07
Jun 30 2023 at 3:45:00 AM, -0.04
Jun 30 2023 at 4:00:00 AM, -0.149
Jun 30 2023 at 4:15:00 AM, -0.099
Jun 30 2023 at 4:30:00 AM, -0.099
Jun 30 2023 at 4:45:00 AM, -0.104
Jun 30 2023 at 5:00:00 AM, 0.04
Jun 30 2023 at 5:15:00 AM, 2.255
Jun 30 2023 at 5:30:00 AM, 13.044
Jun 30 2023 at 5:45:00 AM, 35.683
Jun 30 2023 at 6:00:00 AM, 59.515
Jun 30 2023 at 6:15:00 AM, 103.469
Jun 30 2023 at 6:30:00 AM, 167.489
Jun 30 2023 at 6:45:00 AM, 235.106
Jun 30 2023 at 7:00:00 AM, 273.084
Jun 30 2023 at 7:15:00 AM, 351.638
Jun 30 2023 at 7:30:00 AM, 564.238
Jun 30 2023 at 7:45:00 AM, 690.813
Jun 30 2023 at 8:00:00 AM, 932.207
Jun 30 2023 at 8:15:00 AM, 995.8
Jun 30 2023 at 8:30:00 AM, 999.237
Jun 30 2023 at 8:45:00 AM, 1188.248
Jun 30 2023 at 9:00:00 AM, 1062.746
Jun 30 2023 at 9:15:00 AM, 953.729
Jun 30 2023 at 9:30:00 AM, 1116.35
Jun 30 2023 at 9:45:00 AM, 1164.804
Jun 30 2023 at 10:00:00 AM, 1467.596
Jun 30 2023 at 10:15:00 AM, 1499.519
Jun 30 2023 at 10:30:00 AM, 1467.138
Jun 30 2023 at 10:45:00 AM, 1297.866
Jun 30 2023 at 11:00:00 AM, 1046.056
Jun 30 2023 at 11:15:00 AM, 1075.357
Jun 30 2023 at 11:30:00 AM, 829.667
Jun 30 2023 at 11:45:00 AM, 800.376
Jun 30 2023 at 12:00:00 PM, 983.119
Jun 30 2023 at 12:15:00 PM, 1018.44
Jun 30 2023 at 12:30:00 PM, 734.17
Jun 30 2023 at 12:45:00 PM, 567.059
Jun 30 2023 at 1:00:00 PM, 533.914
Jun 30 2023 at 1:15:00 PM, 698.442
Jun 30 2023 at 1:30:00 PM, 782.316
Jun 30 2023 at 1:45:00 PM, 583.579
Jun 30 2023 at 2:00:00 PM, 795.086
Jun 30 2023 at 2:15:00 PM, 1394.774
Jun 30 2023 at 2:30:00 PM, 986.333
Jun 30 2023 at 2:45:00 PM, 740.652
Jun 30 2023 at 3:00:00 PM, 718.281
Jun 30 2023 at 3:15:00 PM, 1132.155
Jun 30 2023 at 3:30:00 PM, 785.316
Jun 30 2023 at 3:45:00 PM, 852.704
Jun 30 2023 at 4:00:00 PM, 969.907
Jun 30 2023 at 4:15:00 PM, 897.104
Jun 30 2023 at 4:30:00 PM, 993.465
Jun 30 2023 at 4:45:00 PM, 1204.575
Jun 30 2023 at 5:00:00 PM, 632.107
Jun 30 2023 at 5:15:00 PM, 650.093
Jun 30 2023 at 5:30:00 PM, 689.7
Jun 30 2023 at 5:45:00 PM, 1030.505
Jun 30 2023 at 6:00:00 PM, 576.789
Jun 30 2023 at 6:15:00 PM, 615.194
Jun 30 2023 at 6:30:00 PM, 704.691
Jun 30 2023 at 6:45:00 PM, 610.585
Jun 30 2023 at 7:00:00 PM, 518.729
Jun 30 2023 at 7:15:00 PM, 438.094
Jun 30 2023 at 7:30:00 PM, 323.544
Jun 30 2023 at 7:45:00 PM, 224.546
Jun 30 2023 at 8:00:00 PM, 141.596
Jun 30 2023 at 8:15:00 PM, 69.832
Jun 30 2023 at 8:30:00 PM, 30.994
Jun 30 2023 at 8:45:00 PM, 9.994
Jun 30 2023 at 9:00:00 PM, 1.426
Jun 30 2023 at 9:15:00 PM, 0.184
Jun 30 2023 at 9:30:00 PM, 0.109
Jun 30 2023 at 9:45:00 PM, 0.06
Jun 30 2023 at 10:00:00 PM, -0.154
Jun 30 2023 at 10:15:00 PM, -0.05
Jun 30 2023 at 10:30:00 PM, 0.089
Jun 30 2023 at 10:45:00 PM, -0.01
Jun 30 2023 at 11:00:00 PM, 0.055
Jun 30 2023 at 11:15:00 PM, 0.089
Jun 30 2023 at 11:30:00 PM, 0.03
Jun 30 2023 at 11:45:00 PM, -0.03
Jul 1 2023 at 12:00:00 AM, 0
Jul 1 2023 at 12:15:00 AM, -0.03
Jul 1 2023 at 12:30:00 AM, 0.06
Jul 1 2023 at 12:45:00 AM, 0.045
Jul 1 2023 at 1:00:00 AM, 0.084
Jul 1 2023 at 1:15:00 AM, 0.045
Jul 1 2023 at 1:30:00 AM, 0.07
Jul 1 2023 at 1:45:00 AM, -0.025
Jul 1 2023 at 2:00:00 AM, 0.07
Jul 1 2023 at 2:15:00 AM, 0.074
Jul 1 2023 at 2:30:00 AM, -0.025
Jul 1 2023 at 2:45:00 AM, 0.074
Jul 1 2023 at 3:00:00 AM, 0.104
Jul 1 2023 at 3:15:00 AM, 0.139
Jul 1 2023 at 3:30:00 AM, 0.268
Jul 1 2023 at 3:45:00 AM, 0.104
Jul 1 2023 at 4:00:00 AM, -0.05
Jul 1 2023 at 4:15:00 AM, 0
Jul 1 2023 at 4:30:00 AM, 0.104
Jul 1 2023 at 4:45:00 AM, -0.06
Jul 1 2023 at 5:00:00 AM, 0.035
Jul 1 2023 at 5:15:00 AM, 0.482
Jul 1 2023 at 5:30:00 AM, 2.647
